partido_nombre,candidato_nombre
CR-LAU-MSN-OXI,MARIA MANUELA CUARTAS BUITRAGO
CR-LAU-MSN-OXI,DIEGO ALEXANDER VALENCIA CORREA
CR-LAU-MSN-OXI,JUAN FELIPE RESTREPO TAMAYO
CR-LAU-MSN-OXI,JOHN JAIME URREA CHICA
CR-LAU-MSN-OXI,ELIECER VILLA GIRALDO
CR-LAU-MSN-OXI,JUAN DAVID BALLESTEROS PINEDA
CR-LAU-MSN-OXI,JOHN FREDY VILLADA MORALES
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",JUAN CAMILO LONDOÑO BARRERA
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",CAMILO ANDRES AGUILAR ALVAREZ
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",JUAN DAVID ROLDAN ALVAREZ
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",MARCELA RESTREPO BARRERA
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",JUAN DAVID FLOREZ CANO
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",ERIKA ROOTS RENTERIA
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",GUSTAVO ADOLFO GARCIA PINEDA
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",MARLA URIBE VELASQUEZ
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",LUIS BERNARDO VELEZ MONTOYA
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",HUGO RAMIRO ARBELAEZ OSORIO
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",LUISA FERNANDA PALACIO MESA
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",MARCOS JAVIER MADERA CAMERO
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",DAMIAN GARCES RESTREPO
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",ALEJANDRA GONZALEZ VARGAS
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",MARIA ISABEL MUÑOZ TOBON
"COALICIÓN ALIANZA VERDE, EN MARCHA, ASI",SANTIAGO JARAMILLO BOTERO
ALMA,EVER DARIO ECHAVARRIA TABORDA
ALMA,MARLY LICETH HERRERA DUQUE
ALMA,OSCAR ALONSO VELEZ ROJAS
ALMA,CARLOS MARIO OSORIO FRANCO
ALMA,AURA NELLY MOSQUERA PALACIOS
ALMA,REBECA MARIA CONTRERAS ABAD
ALMA,LUIS ALBERTO MESA RUIZ
ALMA,DEYRA DEL ROSARIO MARTINEZ MOLINA
ALMA,JESUS ANTONIO FORONDA DIAZ
ALMA,GLADYS PATRICIA GALLEGO CASTAÑEDA
ALMA,JAVIER ANIBAL AREIZA LONDOÑO
ALMA,CALIXTO ENRIQUE MANOTAS MARTINEZ
ALMA,LUIS GONZALO GIRALDO AGUIRRE
ALMA,YANITH ALFREDO SEGURA ARRIETA
ALMA,JUAN GUILLERMO ALDANA GALLEGO
ALMA,ABRAHAM ROBLEDO LAGAREJO
ALMA,LUCINA AMPARO GONZALEZ
FRENTE AMPLIO UNITARIO,TERESA DE JESUS MAZO HIGUITA
FRENTE AMPLIO UNITARIO,DARUIN WISNEY GUISADO TORRES
FRENTE AMPLIO UNITARIO,BENJAMIN ROJAS
FRENTE AMPLIO UNITARIO,ANTONIO JOSE MONTOYA ACEVEDO
FRENTE AMPLIO UNITARIO,CARLOS SEGUNDO OLIVEROS PERALTA
FRENTE AMPLIO UNITARIO,CLAUDIA ISABELINA PEREZ ALCARAZ
FRENTE AMPLIO UNITARIO,JHONY RUFINO LOZANO BERROCAL
FRENTE AMPLIO UNITARIO,NORA ELENA ADARVE CASTAÑEDA
FRENTE AMPLIO UNITARIO,JULIO CESAR BONILLA MOSQUERA
FRENTE AMPLIO UNITARIO,LUIS ALBERTO VELEZ CALDERON
FRENTE AMPLIO UNITARIO,ALBA MAGALY VASQUEZ AGUIRRE
FRENTE AMPLIO UNITARIO,LUZ ADRIANA ARANZAZU VARGAS
FRENTE AMPLIO UNITARIO,EDGAR RAUL MEDINA VALBUENA
FRENTE AMPLIO UNITARIO,ALEJANDRO CARMONA HURTADO
FRENTE AMPLIO UNITARIO,SALOMON HENAO TAMAYO
FRENTE AMPLIO UNITARIO,DORA IRENE LEZCANO MEDINA
COALICIÓN FUERZA CIUDADANA,PEDRO BARACUTAO GARCIA OSPINA
COALICIÓN FUERZA CIUDADANA,SARA BOTERO ALVAREZ
COALICIÓN FUERZA CIUDADANA,OMAR DE JESUS RESTREPO CORREA
COALICIÓN FUERZA CIUDADANA,DIANI SAMIRA SILVA RUA
COALICIÓN FUERZA CIUDADANA,SANTIAGO ORTIZ SALAZAR
PARTIDO LIBERAL COLOMBIANO,JORGE ELIECER SERRANO CASALINS
PARTIDO LIBERAL COLOMBIANO,PABLO JOSE ACUÑA HERRERA
PARTIDO LIBERAL COLOMBIANO,KELYN JOHANA GONZALEZ DUARTE
PARTIDO LIBERAL COLOMBIANO,MARLY ESTHER MOLINA ALVAREZ
PARTIDO LIBERAL COLOMBIANO,INGRID JOHANA AGUIRRE JUVINAO
PACTO HISTÓRICO MAGDALENA,JOSE FELIPE HERNANDEZ POLO
PACTO HISTÓRICO MAGDALENA,NAYLEA MELISSA BARROS MARTINEZ
PACTO HISTÓRICO MAGDALENA,EFRAIN ALFREDO MOJICA PINEDO
PACTO HISTÓRICO MAGDALENA,YAMILEX YELITXE CHARRIS POLO
PACTO HISTÓRICO MAGDALENA,VILBRUN EDWARD TOVAR PEÑA
COALICIÓN FUERZA CIUDADANA,JORGE LUIS AGUDELO APREZA
COALICIÓN FUERZA CIUDADANA,MARTHA MILAGROS PEREZ GUTIERREZ
COALICIÓN FUERZA CIUDADANA,DANILO JOSE BELTRAN PAYARES
"""SUMA""",HERNANDO GUIDA PONCE
"""SUMA""",JOSE GALO CAMPO CABALLERO
"""SUMA""",YOLINDA CECILIA GONZALEZ TRESPALACIOS
"""SUMA""",KATHERINE LIZET GUERRERO PARDO
COALICIÓN DEMÓCRATA AMPLIA POR LA PAZ,ELIZABETH SABINA MOLINA CAMPO
COALICIÓN DEMÓCRATA AMPLIA POR LA PAZ,JOHN MARLON ALMARALES BERDUGO
COALICIÓN DEMÓCRATA AMPLIA POR LA PAZ,MARIO RAFAEL SANJUANELO DURAN
COALICIÓN DEMÓCRATA AMPLIA POR LA PAZ,FLAVIA KALINA MARRIAGA OLIVEROS
COALICIÓN DEMÓCRATA AMPLIA POR LA PAZ,MARTHA CECILIA DIAZ GARCIA
PARTIDO CENTRO DEMOCRÁTICO,CHADAN FRANCISCO ROSADO TAYLOR
PARTIDO CENTRO DEMOCRÁTICO,ISIS MARGARITA NAVARRO CERA
PARTIDO CENTRO DEMOCRÁTICO,MARIA CLAUDIA PACHECO AARON
PARTIDO CENTRO DEMOCRÁTICO,JORGE ARMANDO BOJATO BALLENA
PARTIDO CENTRO DEMOCRÁTICO,ALBERTO MARIO GUTIERREZ URIBE
PARTIDO CONSERVADOR COLOMBIANO,FRANKLIN DEL CRISTO LOZANO DE LA OSSA
PARTIDO CONSERVADOR COLOMBIANO,ZOILA ROSA LUNA MONTENEGRO
PARTIDO CONSERVADOR COLOMBIANO,ELISEO JOSE BARRAZA BARRIOS
PARTIDO CONSERVADOR COLOMBIANO,FRANCISCO JOSE GUTIERREZ BLANCO
PARTIDO CONSERVADOR COLOMBIANO,SARAY LORENA GAMEZ BOLAÑO
PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA,HONALDO ALBERTO QUINTO MUÑOZ
PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA,BELIA CIBELL DEL CARMEN ZABALETA CARDENAS
PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA,DELMIS MENDOZA ARIZA
PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA,JOLIDIZ MILENA DIAZ FONSECA
PARTIDO POLÍTICO ESPERANZA DEMOCRÁTICA,EDWIN VLADIMIR PERALTA MARTINEZ
PARTIDO CONSERVADOR COLOMBIANO,GUILLERMO IGNACIO ALVIRA ACOSTA
PARTIDO CONSERVADOR COLOMBIANO,JOSE ALEJANDRO MARTINEZ SANCHEZ
PARTIDO CONSERVADOR COLOMBIANO,GERARDO YEPES CARO
PARTIDO CONSERVADOR COLOMBIANO,DELCY ESPERANZA ISAZA BUENAVENTURA
PARTIDO CONSERVADOR COLOMBIANO,LINDA ESPERANZA PERDOMO RAMIREZ
PARTIDO CONSERVADOR COLOMBIANO,ADRIANA AVILES ALVARADO
PACTO VERDE POR EL TOLIMA,RENSO ALEXANDER GARCIA PARRA
PACTO VERDE POR EL TOLIMA,MARCO EMILIO HINCAPIE RAMIREZ
PACTO VERDE POR EL TOLIMA,MARTHA LISBETH ALFONSO JURADO
PACTO VERDE POR EL TOLIMA,DEYANIRA CONDE DUCUARA
PACTO VERDE POR EL TOLIMA,OLGA NIYIRETH CARDOZO MILLAN
PACTO VERDE POR EL TOLIMA,TATIANA CAROLINA CRUZ MAHECHA
PARTIDO CENTRO DEMOCRÁTICO,CARLOS EDWARD OSORIO AGUIAR
PARTIDO CENTRO DEMOCRÁTICO,ADRIANA CAROLINA CASTILLO TRUJILLO
PARTIDO CENTRO DEMOCRÁTICO,JUAN CARLOS TAMAYO SALAS
PARTIDO CENTRO DEMOCRÁTICO,CLARA INES FALLA FALLA
PARTIDO CENTRO DEMOCRÁTICO,CARLOS ANDRES LOPEZ CHICA
PARTIDO CENTRO DEMOCRÁTICO,YEISON PAVA ROJAS
PARTIDO LIBERAL COLOMBIANO,OLGA BEATRIZ GONZALEZ CORREA
PARTIDO LIBERAL COLOMBIANO,MARTHA LIGIA ARIAS ALBINO
PARTIDO LIBERAL COLOMBIANO,JAIME ARMANDO YEPES MARTINEZ
PARTIDO LIBERAL COLOMBIANO,ALBA ISABEL DOMINGUEZ CASABIANCA
PARTIDO LIBERAL COLOMBIANO,FERNEY VARON OCHOA
"PARTIDO DE LA U, MIRA, SALVACIÓN NACIONAL, ADA",CAROLINA HURTADO BARRERA
"PARTIDO DE LA U, MIRA, SALVACIÓN NACIONAL, ADA",CARLOS DAVID ÑUZTES
"PARTIDO DE LA U, MIRA, SALVACIÓN NACIONAL, ADA",ANGELICA JOHANNA ORTIZ CUADROS
"PARTIDO DE LA U, MIRA, SALVACIÓN NACIONAL, ADA",MARIA DEL PILAR GIRALDO RAMIREZ
"PARTIDO DE LA U, MIRA, SALVACIÓN NACIONAL, ADA",DIDIER FABIAN BLANCO RODRIGUEZ
"PARTIDO DE LA U, MIRA, SALVACIÓN NACIONAL, ADA",JULIO ROBERTO VARGAS MALAGON
PARTIDO COLOMBIA JUSTA LIBRES,RODRIGO RIVERA JARA
PARTIDO COLOMBIA JUSTA LIBRES,MARIA PATRICIA PIRAQUIVE SUAREZ
PARTIDO COLOMBIA JUSTA LIBRES,JOHN JAMES DIAZ BERNAL
PARTIDO COLOMBIA JUSTA LIBRES,JESUS MARIA HERNANDEZ SANCHEZ
PARTIDO COLOMBIA JUSTA LIBRES,LUZ MERY TIMOTE COLO
PARTIDO COLOMBIA JUSTA LIBRES,ARMANDO GARZON HERNANDEZ
PARTIDO POLÍTICO LA FUERZA,EDNA LORENA MONTERO
PARTIDO POLÍTICO LA FUERZA,LINA KATHERIN ORTIZ BELTRAN
PARTIDO POLÍTICO LA FUERZA,MARIA ANGELICA LOSADA VELEZ
PARTIDO POLÍTICO LA FUERZA,FARLEY CASTIBLANCO GONZALEZ
PARTIDO POLÍTICO LA FUERZA,LUZ MERY BRAVO ARGOTE
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,ANGELA YANET CARRILLO PIÑEROS
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,JOSE NICOLAS LOPEZ BETANCOURT
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,WILSON CEDIEL MARIN
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,OSCAR AUGUSTO SOTOMAYOR URIBE
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,VIVIANA MARIA MORA MORA
FUERZA TOLIMA,MARY LUZ BISCUE URBANO
FUERZA TOLIMA,TANIA EUGENIA MACETO CELEMIN
FUERZA TOLIMA,JORGE ENRIQUE CORREA HERNANDEZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,CARMEN FELISA RAMIREZ BOSCAN
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,JOSE DE JESUS GAMBOA GONZALEZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,HEIDY MARGARITA BELEÑO ECHEVERRIA
PARTIDO CENTRO DEMOCRÁTICO,PEDRO ALEJANDRO MURCIA LAMPREA
PARTIDO CENTRO DEMOCRÁTICO,OLGA LUCIA MURCIA PINZON
PARTIDO CENTRO DEMOCRÁTICO,ALVARO CAMILO FLORIDO PERDOMO
MIRA + DIGNIDAD Y COMPROMISO,LESLYE ALEJANDRA OSPINA RAMIREZ
MIRA + DIGNIDAD Y COMPROMISO,LITZA MARIA MAYORGA GARCIA
ALIANZA VERDE Y EN MARCHA,CARLOS JOSE ACUÑA ARAUJO
ALIANZA VERDE Y EN MARCHA,YASMITH VARGAS OYUELA
ALIANZA VERDE Y EN MARCHA,JUAN CARLOS TANUS TUIRAN
MOVIMIENTO SALVACIÓN NACIONAL,OSWALDO FERRI ORTIZ RAMOS
MOVIMIENTO SALVACIÓN NACIONAL,ZOILA DE VOZ YANCE
MOVIMIENTO SALVACIÓN NACIONAL,CESAR EDUARDO CASTRO CARDENAS
FRENTE AMPLIO COLOMBIA EN EL EXTERIOR,FRANKLIN HUMBERTO CORAL GARRIDO
FRENTE AMPLIO COLOMBIA EN EL EXTERIOR,GENER ALEXANDER USUGA
FRENTE AMPLIO COLOMBIA EN EL EXTERIOR,DIANA MARCELA MARTINEZ MARTINEZ
PARTIDO NUEVO LIBERALISMO,JULIO CESAR AGUIRRE LEON
PARTIDO NUEVO LIBERALISMO,HASBLEIBY AFRICANO ALONSO
PARTIDO CAMBIO RADICAL,MARIA TERESA JARAMILLO LOPEZ
PARTIDO CAMBIO RADICAL,GONZALO DIAZ DORANTE
PARTIDO CAMBIO RADICAL,LUIS EDUARDO ACOSTA ISAZA
PARTIDO CONSERVADOR COLOMBIANO,OMAR GIOVANY FEIJO GARZON
PARTIDO CONSERVADOR COLOMBIANO,RICARDO CHICA CEPEDA
PARTIDO CONSERVADOR COLOMBIANO,MARTHA PATRICIA CHALA PACHECO
PARTIDO LIBERAL COLOMBIANO,MILTON ANDRES VALDERRAMA SERNA
PARTIDO LIBERAL COLOMBIANO,ANDRES FARID PATIÑO GIRALDO
PARTIDO LIBERAL COLOMBIANO,ROSA EUGENIA MORENO ORTEGA
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,RICHARD ALFREDO BIDO MURILLO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,YOJAIRA ARIZA GUERRERO
PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ADITH MENESES VILLARREAL
PARTIDO POLÍTICO OXÍGENO,YUDIN MARIA GUZMAN OSORIO
PARTIDO POLÍTICO OXÍGENO,DAVID JACOBO GOMEZ ZAMORA
COALICIÓN FUERZA CIUDADANA,ROSA ALEYDA GORDILLO URIBE
ALMA,LUIS EDUARDO CUAO LUBO
ALMA,INGRID BEATRIZ PARDO DEVIA
ALMA,MATEO MARTINEZ ALCAZAR
PARTIDO DEMÓCRATA COLOMBIANO,LILIANA CASTILLO MOSQUERA
PARTIDO DEMÓCRATA COLOMBIANO,JUAN CARLOS PALENCIA SUAREZ
"PARTIDO ALIANZA SOCIAL INDEPENDIENTE ""ASI""",JUAN GUILLERMO ORTIZ HOYOS
PARTIDO LIBERAL COLOMBIANO,EDGAR GOMEZ CASTILLO
PARTIDO LIBERAL COLOMBIANO,CESAR CRISTIAN GOMEZ CASTRO
PARTIDO LIBERAL COLOMBIANO,LUCY AMPARO GUZMAN GONZALEZ
PARTIDO LIBERAL COLOMBIANO,NELSON PALECHOR OBANDO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,JORGE HERNAN BASTIDAS ROSERO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,LUZ MIRYAN MONCAYO
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,ANDRES FELIPE NAVARRO PAZ
MOVIMIENTO POLÍTICO PACTO HISTÓRICO,MARYLEN SERNA SALINAS
FUERZA CAUCA,VICTOR ANDRES ARMERO HERNANDEZ
FUERZA CAUCA,ARNULFO MOSTACILLA CARABALI
FUERZA CAUCA,MERCY ALEXANDRA BURBANO GARCIA
PARTIDO NUEVO LIBERALISMO,MAYRA ALEJANDRA VALENCIA BALANTA
PARTIDO NUEVO LIBERALISMO,CAMILO ANDRES ASTAIZA PUERTA
PARTIDO NUEVO LIBERALISMO,MANUEL FELIPE PARRA FLETCHER
PARTIDO NUEVO LIBERALISMO,ROGER JAVIER BOLAÑOS PAZOS
PARTIDO CENTRO DEMOCRÁTICO,JENNY ALEXANDRA CERON HERNANDEZ
PARTIDO CENTRO DEMOCRÁTICO,JUAN JOSE SALAMANCA VILLEGAS
PARTIDO CENTRO DEMOCRÁTICO,JENNER JESUS RIASCOS RIASCOS
PARTIDO CAMBIO RADICAL,LUIS MIGUEL ZAMBRANO VELASCO
PARTIDO CAMBIO RADICAL,OSCAR RODRIGO CAMPO HURTADO
PARTIDO CAMBIO RADICAL,ROSALBA JOAQUI JOAQUI
PARTIDO CAMBIO RADICAL,JESUS ELVER GONZALEZ BANGUERO
"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",ALVARO JOSE MEJIA ARIAS
"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",EMITH LOZANO DIAZ
"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS""",FELIPE ANTONIO VASQUEZ COLLAZOS
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,NEIMAN DARIO SOLARTE CALAMBAS
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,NELSON EDUARDO PAZ ANAYA
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,ROYBER GALY MELENJE SAUCA
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,SUSAN JOHANA SOLANO RAMIREZ
MOVIMIENTO SALVACIÓN NACIONAL,ANA MARIA AYERBE MOSQUERA
PARTIDO LIBERAL COLOMBIANO,JOSE FREDY ARIAS HERRERA
PARTIDO LIBERAL COLOMBIANO,ANIBAL GUSTAVO HOYOS FRANCO
PARTIDO LIBERAL COLOMBIANO,MAICOL LOPERA CARDONA
PARTIDO LIBERAL COLOMBIANO,CLAUDIA MARCELA GIRALDO GONZALEZ
PARTIDO DE LA U - CAMBIO RADICAL,FRANYELA BERMUDEZ SERNA
PARTIDO DE LA U - CAMBIO RADICAL,CLAUDIA JULIANA ENCISO MONTES
PARTIDO DE LA U - CAMBIO RADICAL,CARLOS MARIO GIL CASTAÑEDA
PARTIDO DE LA U - CAMBIO RADICAL,JORGE DIEGO RAMOS CASTAÑO
CENTRO DEMOCRÁTICO- MIRA,JOSE DURGUES ESPINOSA MARTINEZ
CENTRO DEMOCRÁTICO- MIRA,GEOVANY LONDOÑO GONZALEZ
CENTRO DEMOCRÁTICO- MIRA,PABLO MEJIA QUINTANA
CENTRO DEMOCRÁTICO- MIRA,MARCELA MARIA PINEDA ARANGO
"""POR RISARALDA""",JUAN CARLOS RIVERA PEÑA
"""POR RISARALDA""",ANDRES HERNANDO TAMAYO GUARIN
"""POR RISARALDA""",HUBER NELSON GUISAO GUISAO
"""POR RISARALDA""",ATENEA CASTRO AGUDELO
PARTIDO ALIANZA VERDE,JOSE RODRIGO TORO MONTES
PARTIDO ALIANZA VERDE,ALEJANDRO GARCIA RIOS
PARTIDO ALIANZA VERDE,JUAN PABLO RAMIREZ CARDONA
PARTIDO ALIANZA VERDE,MARIANA GIL VALENCIA
PACTO POR RISARALDA,FERNANDO ARIAS CARDONA
PACTO POR RISARALDA,JULIANA GIRALDO VELEZ
PACTO POR RISARALDA,OSCAR EDUARDO JARAMILLO TABORDA
PACTO POR RISARALDA,LUISA FERNANDA CARVAJAL MEJIA
MOVIMIENTO SALVACIÓN NACIONAL,OSCAR AUGUSTO OSPINA OSPINA
MOVIMIENTO SALVACIÓN NACIONAL,LINA DANIELA ECHAVARRIA GUILLEN
PARTIDO NUEVO LIBERALISMO,JUAN MANUEL QUINTERO GONZALEZ
PARTIDO NUEVO LIBERALISMO,DIANA MILENA CEBALLOS REYES
PARTIDO COLOMBIA JUSTA LIBRES,MICHEL MABEL RAMOS
PARTIDO COLOMBIA JUSTA LIBRES,EDGAR DANIEL RIVEROS GALIANO
FRENTE AMPLIO RISARALDA,OSCAR CRUZ RAMIREZ
FRENTE AMPLIO RISARALDA,NELLY ANGELICA AGUDELO CALDERON
FRENTE AMPLIO RISARALDA,GABRIEL ENRIQUE PEDROZA ARANGO
FRENTE AMPLIO RISARALDA,REINELLY ZAPATA VALENCIA
PARTIDO ALIANZA VERDE,JAIME RAUL SALAMANCA TORRES
PARTIDO ALIANZA VERDE,YAMIT NOE HURTADO NEIRA
PARTIDO ALIANZA VERDE,RAMIRO BARRAGAN ADAME
PARTIDO ALIANZA VERDE,ADELINDA NUMPAQUE SARMIENTO
PARTIDO ALIANZA VERDE,WILLIAM DONATO GOMEZ
PARTIDO ALIANZA VERDE,VIVIAN ANDREA NIETO FLOREZ
PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,INGRID MARLEN SOGAMOSO ALFONSO
PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,JOSE DARIO MAHECHA CASTILLO
PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,WILDER IVAN SUESCA OCHOA
PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,JOHN ALBERTO MORENO GALINDO
PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,HERNEL DAVID ORTEGA GOMEZ
PARTIDO CONSERVADOR - MOVIMIENTO SALVACIÓN NACIONAL,GLORIA CECILIA PALACIOS GUASTAR
CR-NUEVO LIBERALISMO,OSCAR YOVANY MONTENEGRO SALCEDO
CR-NUEVO LIBERALISMO,FABIAN CAMILO ROJAS BARRERA
CR-NUEVO LIBERALISMO,NADIA ALEXANDRA CARREÑO AVELLA
CR-NUEVO LIBERALISMO,HECTOR JOSUE CAMACHO ACOSTA
CR-NUEVO LIBERALISMO,LAURA CRISTINA MONROY BAYONA
CR-NUEVO LIBERALISMO,VICENTE ANIBAL OJEDA MARTINEZ
PARTIDO CENTRO DEMOCRÁTICO,EDUAR ALEXIS TRIANA RINCON
PARTIDO CENTRO DEMOCRÁTICO,DELCI DEL CARMEN URBANO
PARTIDO CENTRO DEMOCRÁTICO,JICLY ESGARDO MUTIS ISAZA
PARTIDO CENTRO DEMOCRÁTICO,KENDA LUCIA CALDERA GARAVITO
PARTIDO CENTRO DEMOCRÁTICO,FREDY ALEXANDER GARZON ROJAS
PARTIDO CENTRO DEMOCRÁTICO,JHONATAN DAVID HOLGUIN CRUZ
PACTO HISTÓRICO BOYACÁ,JOSE LUIS BOHORQUEZ LOPEZ
PACTO HISTÓRICO BOYACÁ,NINI JOHANNA ANGEL AVILA
PACTO HISTÓRICO BOYACÁ,PEDRO JOSE SUAREZ VACCA
PACTO HISTÓRICO BOYACÁ,VILMA ASTRID CASTELLANOS CORRECHA
PACTO HISTÓRICO BOYACÁ,PEDRO RENE JIMENEZ
PACTO HISTÓRICO BOYACÁ,NUBIA ESPERANZA SUAREZ CASTAÑEDA
PARTIDO DE LA U - PARTIDO MIRA,JAIRO ENRIQUE CASTIBLANCO PARRA
PARTIDO DE LA U - PARTIDO MIRA,HUMPHREY ROA SARMIENTO
PARTIDO DE LA U - PARTIDO MIRA,NANCY YANETH ZAPATA PACHON
PARTIDO DE LA U - PARTIDO MIRA,YURY NEILL DIAZ ARANGUREN
PARTIDO DE LA U - PARTIDO MIRA,MANUEL STEVEN ALVAREZ PULIDO
PARTIDO DE LA U - PARTIDO MIRA,LIBI PUERTO GRANADOS
PARTIDO LIBERAL COLOMBIANO,DIANA PAOLA HERRERA NUÑEZ
PARTIDO LIBERAL COLOMBIANO,HECTOR DAVID CHAPARRO CHAPARRO
PARTIDO LIBERAL COLOMBIANO,CAMILO ANDRES CAICEDO SILVA
PARTIDO LIBERAL COLOMBIANO,OSCAR LEONARDO AVILA ROMERO
PARTIDO LIBERAL COLOMBIANO,NICOLAS FELIPE URBANO VILLAMIL
PARTIDO LIBERAL COLOMBIANO,NUBIA JACQUELINE CARO PEREZ
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,GRACIELA RAMIREZ MONROY
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,JOSE DE LOS ANGELES FERNANDEZ PALACIOS
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,OLGA NIÑO ROJAS
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,JAVIER ARAQUE ELAICA
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,LAYONETH GRANDAS VILLAMIL
PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,EDGAR FERNANDO FARFAN CORZO
ALMA - OXÍGENO,EDUARDO DAVID SUAREZ MORENO
ALMA - OXÍGENO,OLGA LUCIA CRUZ CUEVAS
ALMA - OXÍGENO,CAROLINA GEIRINGER ORTEGA
ALMA - OXÍGENO,GIOVANNY ANDRES GOMEZ PALOMINO
ALMA - OXÍGENO,RUMALDO ROJAS RAMIREZ
ALMA - OXÍGENO,RICARDO ANTONIO AGUDELO GUIZA
PARTIDO CENTRO DEMOCRÁTICO,MANUEL ALEXANDER PEREZ RUEDA
PARTIDO CENTRO DEMOCRÁTICO,LEANDRO VARGAS ORTIZ
PARTIDO CENTRO DEMOCRÁTICO,BETTY XIOMARA QUENZA VALDERRAMA
PARTIDO LIBERAL COLOMBIANO,GERMAN ROGELIO ROZO ANIS
PARTIDO LIBERAL COLOMBIANO,JOSE TRINIDAD SIERRA SIERRA
PARTIDO LIBERAL COLOMBIANO,ALEXA MILENA QUIRIFE BOHORQUEZ
MIRA + DIGNIDAD & COMPROMISO + PARTIDO DEMÓCRATA,JUAN FERREIRA VELASQUEZ
MIRA + DIGNIDAD & COMPROMISO + PARTIDO DEMÓCRATA,CLARA INES GODOY MERCHAN
MOVIMIENTO SALVACIÓN NACIONAL,JUAN CARLOS SANTAMARIA MARTINEZ
MOVIMIENTO SALVACIÓN NACIONAL,VILMER ANDRES ESCALANTE CARDENAS
MOVIMIENTO SALVACIÓN NACIONAL,EMILSE MARIA GONZALEZ JIMENEZ
PARTIDO ECOLOGISTA COLOMBIANO,CARLOS ALBERTO CARRASQUEL FLOREZ
PARTIDO ECOLOGISTA COLOMBIANO,ROSA EDULBINA HIDALGO FLOREZ
PARTIDO ECOLOGISTA COLOMBIANO,ANA MARCELA ROJAS PEREZ
CENTRO DEMOCRÁTICO - PARTIDO CONSERVADOR,JESUS ARMANDO BEDOYA RODRIGUEZ
CENTRO DEMOCRÁTICO - PARTIDO CONSERVADOR,JUAN CAMILO CARDENAS LUNA
CENTRO DEMOCRÁTICO - PARTIDO CONSERVADOR,LUZ ADRIANA GOMEZ OCAMPO
PARTIDO CAMBIO RADICAL,JOHN EDGAR PEREZ ROJAS
PARTIDO CAMBIO RADICAL,OSCAR LEONARDO MARIN BARBOSA
PARTIDO CAMBIO RADICAL,YENNY ALEXANDRA TRUJILLO ALZATE
PACTO HISTÓRICO QUINDÍO,MIGUEL ANGEL GRISALES SUAREZ
